Image,PSNR_Gaussian,PSNR_Median,PSNR_Bilateral
489_img_.png,30.149369629332426,33.24282691980736,30.421959112566306
48_img_.png,28.200834175241944,29.07728929345768,30.099873749750383
490_img_.png,27.918732503634377,27.86409534934812,28.81462471420329
491_img_.png,29.03115754625299,29.611280933646142,29.0352127306475
492_img_.png,29.604650459095975,31.090138693931074,29.56403201722459
493_img_.png,29.685680244704656,31.16883663559716,29.799997258237024
494_img_.png,30.11594642046308,33.3084124903334,30.678505766102802
495_img_.png,29.93475241024147,32.609701610592595,30.12542728216696
496_img_.png,27.55029873732053,27.49145011907816,28.9137546345316
497_img_.png,25.417099507081808,23.715712765906176,27.39613484987506
498_img_.png,29.307956923704786,31.422079104288613,30.085219315273037
499_img_.png,28.190047495867304,28.608446867767174,29.345382236683232
49_img_.png,26.77080138581623,25.645846302309497,28.030180941442104
4_img_.png,26.933709970048355,26.082839812086164,27.60923993958176
501_img_.png,30.202709914794315,33.85588363242221,30.57861460085057
502_img_.png,30.228620283955973,33.825297455874605,30.750292682263836
